,Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,
,slc.74.3098.04,74,3098,04,- n.a. -,Please specify,
,slc.74.3098.05,74,3098,05,- n.a. -,Please specify,
,slc.74.3098.06,74,3098,06,- n.a. -,Please specify,
,slc.74.3098.07,74,3098,07,- n.a. -,Please specify,
,slc.74.3098.08,74,3098,08,- n.a. -,Please specify,
,slc.74.3099.01,74,3099,01,Principal,TOTAL,
,slc.74.3099.02,74,3099,02,Interest,TOTAL,
,slc.74.3099.03,74,3099,03,Total,TOTAL,
,slc.74.3099.04,74,3099,04,- n.a. -,TOTAL,
,slc.74.3099.05,74,3099,05,- n.a. -,TOTAL,
,slc.74.3099.06,74,3099,06,- n.a. -,TOTAL,
,slc.74.3099.07,74,3099,07,- n.a. -,TOTAL,
,slc.74.3099.08,74,3099,08,- n.a. -,TOTAL,
,slc.74.3110.01,74,3110,01,Principal,Line 3099 includes : Lump sum (balloon) repayments of long term debt,
,slc.74.3110.02,74,3110,02,Interest,Line 3099 includes : Lump sum (balloon) repayments of long term debt,
,slc.74.3110.03,74,3110,03,Total,Line 3099 includes : Lump sum (balloon) repayments of long term debt,
,slc.74.3110.04,74,3110,04,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,
,slc.74.3110.05,74,3110,05,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,
,slc.74.3110.06,74,3110,06,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,
,slc.74.3110.07,74,3110,07,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,
,slc.74.3110.08,74,3110,08,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,
,slc.74.3140.01,74,3140,01,Principal,Debt charges for Lease purchase agreements (Tangible capital leases),
,slc.74.3140.02,74,3140,02,Interest,Debt charges for Lease purchase agreements (Tangible capital leases),
,slc.74.3140.03,74,3140,03,Total,Debt charges for Lease purchase agreements (Tangible capital leases),
,slc.74.3140.04,74,3140,04,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),
,slc.74.3140.05,74,3140,05,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),
,slc.74.3140.06,74,3140,06,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),
,slc.74.3140.07,74,3140,07,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),
,slc.74.3140.08,74,3140,08,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),
,slc.74.3150.01,74,3150,01,Principal,Financing leases (not Tangible capital leases) beyond term of Council,
,slc.74.3150.02,74,3150,02,Interest,Financing leases (not Tangible capital leases) beyond term of Council,
,slc.74.3150.03,74,3150,03,Total,Financing leases (not Tangible capital leases) beyond term of Council,
,slc.74.3150.04,74,3150,04,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,
,slc.74.3150.05,74,3150,05,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,
,slc.74.3150.06,74,3150,06,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,
,slc.74.3150.07,74,3150,07,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,
,slc.74.3150.08,74,3150,08,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,
,slc.74.3199.01,74,3199,01,Principal,TOTAL,
,slc.74.3199.02,74,3199,02,Interest,TOTAL,
,slc.74.3199.03,74,3199,03,Total,TOTAL,
,slc.74.3199.04,74,3199,04,- n.a. -,TOTAL,
,slc.74.3199.05,74,3199,05,- n.a. -,TOTAL,
,slc.74.3199.06,74,3199,06,- n.a. -,TOTAL,
,slc.74.3199.07,74,3199,07,- n.a. -,TOTAL,
,slc.74.3199.08,74,3199,08,- n.a. -,TOTAL,
,slc.74.3210.01,74,3210,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2009,
,slc.74.3210.02,74,3210,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2009,
,slc.74.3210.03,74,3210,03,RECOVERABLE FROM: Reserve Funds - Principal,Year 2009,
,slc.74.3210.04,74,3210,04,RECOVERABLE FROM: Reserve Funds - Interest,Year 2009,
,slc.74.3210.05,74,3210,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2009,
,slc.74.3210.06,74,3210,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2009,
,slc.74.3210.07,74,3210,07,RECOVERABLE FROM: All Others - Principal,Year 2009,
,slc.74.3210.08,74,3210,08,RECOVERABLE FROM: All Others - Interest,Year 2009,
,slc.74.3220.01,74,3220,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2010,
,slc.74.3220.02,74,3220,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2010,
,slc.74.3220.03,74,3220,03,RECOVERABLE FROM: Reserve Funds - Principal,Year 2010,
,slc.74.3220.04,74,3220,04,RECOVERABLE FROM: Reserve Funds - Interest,Year 2010,
,slc.74.3220.05,74,3220,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2010,
,slc.74.3220.06,74,3220,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2010,
,slc.74.3220.07,74,3220,07,RECOVERABLE FROM: All Others - Principal,Year 2010,
,slc.74.3220.08,74,3220,08,RECOVERABLE FROM: All Others - Interest,Year 2010,
,slc.74.3230.01,74,3230,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2011,
,slc.74.3230.02,74,3230,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2011,
,slc.74.3230.03,74,3230,03,RECOVERABLE FROM: Reserve Funds - Principal,Year 2011,
,slc.74.3230.04,74,3230,04,RECOVERABLE FROM: Reserve Funds - Interest,Year 2011,
,slc.74.3230.05,74,3230,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2011,
,slc.74.3230.06,74,3230,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2011,
,slc.74.3230.07,74,3230,07,RECOVERABLE FROM: All Others - Principal,Year 2011,
,slc.74.3230.08,74,3230,08,RECOVERABLE FROM: All Others - Interest,Year 2011,
,slc.74.3240.01,74,3240,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2012,
,slc.74.3240.02,74,3240,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2012,
,slc.74.3240.03,74,3240,03,RECOVERABLE FROM: Reserve Funds - Principal,Year 2012,
,slc.74.3240.04,74,3240,04,RECOVERABLE FROM: Reserve Funds - Interest,Year 2012,
,slc.74.3240.05,74,3240,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2012,
,slc.74.3240.06,74,3240,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2012,
,slc.74.3240.07,74,3240,07,RECOVERABLE FROM: All Others - Principal,Year 2012,
,slc.74.3240.08,74,3240,08,RECOVERABLE FROM: All Others - Interest,Year 2012,
,slc.74.3250.01,74,3250,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2013,
,slc.74.3250.02,74,3250,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2013,
,slc.74.3250.03,74,3250,03,RECOVERABLE FROM: Reserve Funds - Principal,Year 2013,
,slc.74.3250.04,74,3250,04,RECOVERABLE FROM: Reserve Funds - Interest,Year 2013,
,slc.74.3250.05,74,3250,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2013,
,slc.74.3250.06,74,3250,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2013,
,slc.74.3250.07,74,3250,07,RECOVERABLE FROM: All Others - Principal,Year 2013,
,slc.74.3250.08,74,3250,08,RECOVERABLE FROM: All Others - Interest,Year 2013,
,slc.74.3260.01,74,3260,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Years 2014 to 2018,
,slc.74.3260.02,74,3260,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Years 2014 to 2018,
,slc.74.3260.03,74,3260,03,RECOVERABLE FROM: Reserve Funds - Principal,Years 2014 to 2018,
,slc.74.3260.04,74,3260,04,RECOVERABLE FROM: Reserve Funds - Interest,Years 2014 to 2018,
,slc.74.3260.05,74,3260,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Years 2014 to 2018,
,slc.74.3260.06,74,3260,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Years 2014 to 2018,
,slc.74.3260.07,74,3260,07,RECOVERABLE FROM: All Others - Principal,Years 2014 to 2018,
,slc.74.3260.08,74,3260,08,RECOVERABLE FROM: All Others - Interest,Years 2014 to 2018,
,slc.74.3270.01,74,3270,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Years 2019 onwards,
,slc.74.3270.02,74,3270,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Years 2019 onwards,
,slc.74.3270.03,74,3270,03,RECOVERABLE FROM: Reserve Funds - Principal,Years 2019 onwards,
,slc.74.3270.04,74,3270,04,RECOVERABLE FROM: Reserve Funds - Interest,Years 2019 onwards,
,slc.74.3270.05,74,3270,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Years 2019 onwards,
,slc.74.3270.06,74,3270,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Years 2019 onwards,
,slc.74.3270.07,74,3270,07,RECOVERABLE FROM: All Others - Principal,Years 2019 onwards,
,slc.74.3270.08,74,3270,08,RECOVERABLE FROM: All Others - Interest,Years 2019 onwards,
,slc.74.3280.01,74,3280,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Interest to be earned on sinking funds,
,slc.74.3280.02,74,3280,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Interest to be earned on sinking funds,
,slc.74.3280.03,74,3280,03,RECOVERABLE FROM: Reserve Funds - Principal,Interest to be earned on sinking funds,
,slc.74.3280.04,74,3280,04,RECOVERABLE FROM: Reserve Funds - Interest,Interest to be earned on sinking funds,
,slc.74.3280.05,74,3280,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Interest to be earned on sinking funds,
,slc.74.3280.06,74,3280,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Interest to be earned on sinking funds,
,slc.74.3280.07,74,3280,07,RECOVERABLE FROM: All Others - Principal,Interest to be earned on sinking funds,
,slc.74.3280.08,74,3280,08,RECOVERABLE FROM: All Others - Interest,Interest to be earned on sinking funds,
,slc.74.3290.01,74,3290,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Downtown revitalization program,
,slc.74.3290.02,74,3290,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Downtown revitalization program,
,slc.74.3290.03,74,3290,03,RECOVERABLE FROM: Reserve Funds - Principal,Downtown revitalization program,
,slc.74.3290.04,74,3290,04,RECOVERABLE FROM: Reserve Funds - Interest,Downtown revitalization program,
,slc.74.3290.05,74,3290,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,Downtown revitalization program,
,slc.74.3290.06,74,3290,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,Downtown revitalization program,
,slc.74.3290.07,74,3290,07,RECOVERABLE FROM: All Others - Principal,Downtown revitalization program,
,slc.74.3290.08,74,3290,08,RECOVERABLE FROM: All Others - Interest,Downtown revitalization program,
,slc.74.3299.01,74,3299,01,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,TOTAL,
,slc.74.3299.02,74,3299,02,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,TOTAL,
,slc.74.3299.03,74,3299,03,RECOVERABLE FROM: Reserve Funds - Principal,TOTAL,
,slc.74.3299.04,74,3299,04,RECOVERABLE FROM: Reserve Funds - Interest,TOTAL,
,slc.74.3299.05,74,3299,05,RECOVERABLE FROM: Unconsolidated Entities - Principal,TOTAL,
,slc.74.3299.06,74,3299,06,RECOVERABLE FROM: Unconsolidated Entities - Interest,TOTAL,
,slc.74.3299.07,74,3299,07,RECOVERABLE FROM: All Others - Principal,TOTAL,
,slc.74.3299.08,74,3299,08,RECOVERABLE FROM: All Others - Interest,TOTAL,
,slc.74.3410.01,74,3410,01,Principal,Repayment of Provincial Special Assistance,
,slc.74.3410.02,74,3410,02,Interest,Repayment of Provincial Special Assistance,
,slc.74.3410.03,74,3410,03,- n.a. -,Repayment of Provincial Special Assistance,
,slc.74.3410.04,74,3410,04,- n.a. -,Repayment of Provincial Special Assistance,
,slc.74.3410.05,74,3410,05,- n.a. -,Repayment of Provincial Special Assistance,
,slc.74.3410.06,74,3410,06,- n.a. -,Repayment of Provincial Special Assistance,
,slc.74.3410.07,74,3410,07,- n.a. -,Repayment of Provincial Special Assistance,
,slc.74.3410.08,74,3410,08,- n.a. -,Repayment of Provincial Special Assistance,
,slc.74.3420.01,74,3420,01,Principal,Other long term debt refinanced,
,slc.74.3420.02,74,3420,02,Interest,Other long term debt refinanced,
,slc.74.3420.03,74,3420,03,- n.a. -,Other long term debt refinanced,
,slc.74.3420.04,74,3420,04,- n.a. -,Other long term debt refinanced,
,slc.74.3420.05,74,3420,05,- n.a. -,Other long term debt refinanced,
,slc.74.3420.06,74,3420,06,- n.a. -,Other long term debt refinanced,
,slc.74.3420.07,74,3420,07,- n.a. -,Other long term debt refinanced,
,slc.74.3420.08,74,3420,08,- n.a. -,Other long term debt refinanced,
,slc.74.3601.01,74,3601,01,Other Notes,.,
,slc.74.3601.02,74,3601,02,- n.a. -,.,
,slc.74.3601.03,74,3601,03,- n.a. -,.,
,slc.74.3601.04,74,3601,04,- n.a. -,.,
,slc.74.3601.05,74,3601,05,- n.a. -,.,
,slc.74.3601.06,74,3601,06,- n.a. -,.,
,slc.74.3601.07,74,3601,07,- n.a. -,.,
,slc.74.3601.08,74,3601,08,- n.a. -,.,
,slc.74.3610.01,74,3610,01,Other Notes,.,
,slc.74.3610.02,74,3610,02,- n.a. -,.,
,slc.74.3610.03,74,3610,03,- n.a. -,.,
,slc.74.3610.04,74,3610,04,- n.a. -,.,
,slc.74.3610.05,74,3610,05,- n.a. -,.,
,slc.74.3610.06,74,3610,06,- n.a. -,.,
,slc.74.3610.07,74,3610,07,- n.a. -,.,
,slc.74.3610.08,74,3610,08,- n.a. -,.,
,slc.74.3620.01,74,3620,01,Other Notes,.,
,slc.74.3620.02,74,3620,02,- n.a. -,.,
,slc.74.3620.03,74,3620,03,- n.a. -,.,
,slc.74.3620.04,74,3620,04,- n.a. -,.,
,slc.74.3620.05,74,3620,05,- n.a. -,.,
,slc.74.3620.06,74,3620,06,- n.a. -,.,
,slc.74.3620.07,74,3620,07,- n.a. -,.,
,slc.74.3620.08,74,3620,08,- n.a. -,.,
,slc.74.3630.01,74,3630,01,Other Notes,.,
,slc.74.3630.02,74,3630,02,- n.a. -,.,
,slc.74.3630.03,74,3630,03,- n.a. -,.,
,slc.74.3630.04,74,3630,04,- n.a. -,.,
,slc.74.3630.05,74,3630,05,- n.a. -,.,
,slc.74.3630.06,74,3630,06,- n.a. -,.,
,slc.74.3630.07,74,3630,07,- n.a. -,.,
,slc.74.3630.08,74,3630,08,- n.a. -,.,
,slc.74.3640.01,74,3640,01,Other Notes,.,
,slc.74.3640.02,74,3640,02,- n.a. -,.,
,slc.74.3640.03,74,3640,03,- n.a. -,.,
,slc.74.3640.04,74,3640,04,- n.a. -,.,
,slc.74.3640.05,74,3640,05,- n.a. -,.,
,slc.74.3640.06,74,3640,06,- n.a. -,.,
,slc.74.3640.07,74,3640,07,- n.a. -,.,
,slc.74.3640.08,74,3640,08,- n.a. -,.,
,slc.74.3650.01,74,3650,01,Other Notes,.,
,slc.74.3650.02,74,3650,02,- n.a. -,.,
,slc.74.3650.03,74,3650,03,- n.a. -,.,
,slc.74.3650.04,74,3650,04,- n.a. -,.,
,slc.74.3650.05,74,3650,05,- n.a. -,.,
,slc.74.3650.06,74,3650,06,- n.a. -,.,
,slc.74.3650.07,74,3650,07,- n.a. -,.,
,slc.74.3650.08,74,3650,08,- n.a. -,.,
,slc.74.3660.01,74,3660,01,Other Notes,.,
,slc.74.3660.02,74,3660,02,- n.a. -,.,
,slc.74.3660.03,74,3660,03,- n.a. -,.,
,slc.74.3660.04,74,3660,04,- n.a. -,.,
,slc.74.3660.05,74,3660,05,- n.a. -,.,
,slc.74.3660.06,74,3660,06,- n.a. -,.,
,slc.74.3660.07,74,3660,07,- n.a. -,.,
,slc.74.3660.08,74,3660,08,- n.a. -,.,
,slc.74.3670.01,74,3670,01,Other Notes,.,
,slc.74.3670.02,74,3670,02,- n.a. -,.,
,slc.74.3670.03,74,3670,03,- n.a. -,.,
,slc.74.3670.04,74,3670,04,- n.a. -,.,
,slc.74.3670.05,74,3670,05,- n.a. -,.,
,slc.74.3670.06,74,3670,06,- n.a. -,.,
,slc.74.3670.07,74,3670,07,- n.a. -,.,
,slc.74.3670.08,74,3670,08,- n.a. -,.,
,slc.74.3680.01,74,3680,01,Other Notes,.,
,slc.74.3680.02,74,3680,02,- n.a. -,.,
,slc.74.3680.03,74,3680,03,- n.a. -,.,
,slc.74.3680.04,74,3680,04,- n.a. -,.,
,slc.74.3680.05,74,3680,05,- n.a. -,.,
,slc.74.3680.06,74,3680,06,- n.a. -,.,
,slc.74.3680.07,74,3680,07,- n.a. -,.,
,slc.74.3680.08,74,3680,08,- n.a. -,.,
,slc.74.3690.01,74,3690,01,Other Notes,.,
,slc.74.3690.02,74,3690,02,- n.a. -,.,
,slc.74.3690.03,74,3690,03,- n.a. -,.,
,slc.74.3690.04,74,3690,04,- n.a. -,.,
,slc.74.3690.05,74,3690,05,- n.a. -,.,
,slc.74.3690.06,74,3690,06,- n.a. -,.,
,slc.74.3690.07,74,3690,07,- n.a. -,.,
,slc.74.3690.08,74,3690,08,- n.a. -,.,
,slc.74.9910.01,74,9910,01,$,TOTAL Debt burden of the municipality,
,slc.74.9910.02,74,9910,02,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9910.03,74,9910,03,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9910.04,74,9910,04,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9910.05,74,9910,05,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9910.06,74,9910,06,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9910.07,74,9910,07,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9910.08,74,9910,08,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9920.01,74,9920,01,$,TOTAL Debt burden of the municipality,
,slc.74.9920.02,74,9920,02,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9920.03,74,9920,03,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9920.04,74,9920,04,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9920.05,74,9920,05,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9920.06,74,9920,06,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9920.07,74,9920,07,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9920.08,74,9920,08,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9930.01,74,9930,01,$,TOTAL Debt burden of the municipality,
,slc.74.9930.02,74,9930,02,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9930.03,74,9930,03,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9930.04,74,9930,04,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9930.05,74,9930,05,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9930.06,74,9930,06,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9930.07,74,9930,07,- n.a. -,TOTAL Debt burden of the municipality,
,slc.74.9930.08,74,9930,08,- n.a. -,TOTAL Debt burden of the municipality,
,slc.80.205.01,80,205,01,Full-Time Funded Positions,Administration,
,slc.80.205.02,80,205,02,Part-Time Funded Positions,Administration,
,slc.80.205.03,80,205,03,Seasonal Employees,Administration,
,slc.80.205.04,80,205,04,Total Person Hours Worked,Administration,
,slc.80.210.01,80,210,01,Full-Time Funded Positions,Fire,
