Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,Rev_Exp_Staff_Other,Category,Include
slc.74.1423.08,74,1423,08,- n.a. -,Transportation services : Air transportation,,,
slc.74.1425.01,74,1425,01,$,Environmental services : Wastewater system,,,
slc.74.1425.02,74,1425,02,- n.a. -,Environmental services : Wastewater system,,,
slc.74.1425.03,74,1425,03,- n.a. -,Environmental services : Wastewater system,,,
slc.74.1425.04,74,1425,04,- n.a. -,Environmental services : Wastewater system,,,
slc.74.1425.05,74,1425,05,- n.a. -,Environmental services : Wastewater system,,,
slc.74.1425.06,74,1425,06,- n.a. -,Environmental services : Wastewater system,,,
slc.74.1425.07,74,1425,07,- n.a. -,Environmental services : Wastewater system,,,
slc.74.1425.08,74,1425,08,- n.a. -,Environmental services : Wastewater system,,,
slc.74.1430.01,74,1430,01,$,Environmental services : Storm water system,,,
slc.74.1430.02,74,1430,02,- n.a. -,Environmental services : Storm water system,,,
slc.74.1430.03,74,1430,03,- n.a. -,Environmental services : Storm water system,,,
slc.74.1430.04,74,1430,04,- n.a. -,Environmental services : Storm water system,,,
slc.74.1430.05,74,1430,05,- n.a. -,Environmental services : Storm water system,,,
slc.74.1430.06,74,1430,06,- n.a. -,Environmental services : Storm water system,,,
slc.74.1430.07,74,1430,07,- n.a. -,Environmental services : Storm water system,,,
slc.74.1430.08,74,1430,08,- n.a. -,Environmental services : Storm water system,,,
slc.74.1435.01,74,1435,01,$,Environmental services : Waterworks system,,,
slc.74.1435.02,74,1435,02,- n.a. -,Environmental services : Waterworks system,,,
slc.74.1435.03,74,1435,03,- n.a. -,Environmental services : Waterworks system,,,
slc.74.1435.04,74,1435,04,- n.a. -,Environmental services : Waterworks system,,,
slc.74.1435.05,74,1435,05,- n.a. -,Environmental services : Waterworks system,,,
slc.74.1435.06,74,1435,06,- n.a. -,Environmental services : Waterworks system,,,
slc.74.1435.07,74,1435,07,- n.a. -,Environmental services : Waterworks system,,,
slc.74.1435.08,74,1435,08,- n.a. -,Environmental services : Waterworks system,,,
slc.74.1440.01,74,1440,01,$,Environmental services : Solid waste collection,,,
slc.74.1440.02,74,1440,02,- n.a. -,Environmental services : Solid waste collection,,,
slc.74.1440.03,74,1440,03,- n.a. -,Environmental services : Solid waste collection,,,
slc.74.1440.04,74,1440,04,- n.a. -,Environmental services : Solid waste collection,,,
slc.74.1440.05,74,1440,05,- n.a. -,Environmental services : Solid waste collection,,,
slc.74.1440.06,74,1440,06,- n.a. -,Environmental services : Solid waste collection,,,
slc.74.1440.07,74,1440,07,- n.a. -,Environmental services : Solid waste collection,,,
slc.74.1440.08,74,1440,08,- n.a. -,Environmental services : Solid waste collection,,,
slc.74.1445.01,74,1445,01,$,Environmental services : Solid waste disposal,,,
slc.74.1445.02,74,1445,02,- n.a. -,Environmental services : Solid waste disposal,,,
slc.74.1445.03,74,1445,03,- n.a. -,Environmental services : Solid waste disposal,,,
slc.74.1445.04,74,1445,04,- n.a. -,Environmental services : Solid waste disposal,,,
slc.74.1445.05,74,1445,05,- n.a. -,Environmental services : Solid waste disposal,,,
slc.74.1445.06,74,1445,06,- n.a. -,Environmental services : Solid waste disposal,,,
slc.74.1445.07,74,1445,07,- n.a. -,Environmental services : Solid waste disposal,,,
slc.74.1445.08,74,1445,08,- n.a. -,Environmental services : Solid waste disposal,,,
slc.74.1446.01,74,1446,01,$,Environmental services : Waste diversion,,,
slc.74.1446.02,74,1446,02,- n.a. -,Environmental services : Waste diversion,,,
slc.74.1446.03,74,1446,03,- n.a. -,Environmental services : Waste diversion,,,
slc.74.1446.04,74,1446,04,- n.a. -,Environmental services : Waste diversion,,,
slc.74.1446.05,74,1446,05,- n.a. -,Environmental services : Waste diversion,,,
slc.74.1446.06,74,1446,06,- n.a. -,Environmental services : Waste diversion,,,
slc.74.1446.07,74,1446,07,- n.a. -,Environmental services : Waste diversion,,,
slc.74.1446.08,74,1446,08,- n.a. -,Environmental services : Waste diversion,,,
slc.74.1450.01,74,1450,01,$,Health services,,,
slc.74.1450.02,74,1450,02,- n.a. -,Health services,,,
slc.74.1450.03,74,1450,03,- n.a. -,Health services,,,
slc.74.1450.04,74,1450,04,- n.a. -,Health services,,,
slc.74.1450.05,74,1450,05,- n.a. -,Health services,,,
slc.74.1450.06,74,1450,06,- n.a. -,Health services,,,
slc.74.1450.07,74,1450,07,- n.a. -,Health services,,,
slc.74.1450.08,74,1450,08,- n.a. -,Health services,,,
slc.74.1455.01,74,1455,01,$,Social and family services,,,
slc.74.1455.02,74,1455,02,- n.a. -,Social and family services,,,
slc.74.1455.03,74,1455,03,- n.a. -,Social and family services,,,
slc.74.1455.04,74,1455,04,- n.a. -,Social and family services,,,
slc.74.1455.05,74,1455,05,- n.a. -,Social and family services,,,
slc.74.1455.06,74,1455,06,- n.a. -,Social and family services,,,
slc.74.1455.07,74,1455,07,- n.a. -,Social and family services,,,
slc.74.1455.08,74,1455,08,- n.a. -,Social and family services,,,
slc.74.1460.01,74,1460,01,$,Social Housing,,,
slc.74.1460.02,74,1460,02,- n.a. -,Social Housing,,,
slc.74.1460.03,74,1460,03,- n.a. -,Social Housing,,,
slc.74.1460.04,74,1460,04,- n.a. -,Social Housing,,,
slc.74.1460.05,74,1460,05,- n.a. -,Social Housing,,,
slc.74.1460.06,74,1460,06,- n.a. -,Social Housing,,,
slc.74.1460.07,74,1460,07,- n.a. -,Social Housing,,,
slc.74.1460.08,74,1460,08,- n.a. -,Social Housing,,,
slc.74.1465.01,74,1465,01,$,Recreation and cultural services : Parks,,,
slc.74.1465.02,74,1465,02,- n.a. -,Recreation and cultural services : Parks,,,
slc.74.1465.03,74,1465,03,- n.a. -,Recreation and cultural services : Parks,,,
slc.74.1465.04,74,1465,04,- n.a. -,Recreation and cultural services : Parks,,,
slc.74.1465.05,74,1465,05,- n.a. -,Recreation and cultural services : Parks,,,
slc.74.1465.06,74,1465,06,- n.a. -,Recreation and cultural services : Parks,,,
slc.74.1465.07,74,1465,07,- n.a. -,Recreation and cultural services : Parks,,,
slc.74.1465.08,74,1465,08,- n.a. -,Recreation and cultural services : Parks,,,
slc.74.1466.01,74,1466,01,$,Recreation and cultural services : Recreation programs,,,
slc.74.1466.02,74,1466,02,- n.a. -,Recreation and cultural services : Recreation programs,,,
slc.74.1466.03,74,1466,03,- n.a. -,Recreation and cultural services : Recreation programs,,,
slc.74.1466.04,74,1466,04,- n.a. -,Recreation and cultural services : Recreation programs,,,
slc.74.1466.05,74,1466,05,- n.a. -,Recreation and cultural services : Recreation programs,,,
slc.74.1466.06,74,1466,06,- n.a. -,Recreation and cultural services : Recreation programs,,,
slc.74.1466.07,74,1466,07,- n.a. -,Recreation and cultural services : Recreation programs,,,
slc.74.1466.08,74,1466,08,- n.a. -,Recreation and cultural services : Recreation programs,,,
slc.74.1471.01,74,1471,01,$,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.74.1471.02,74,1471,02,- n.a. -,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.74.1471.03,74,1471,03,- n.a. -,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.74.1471.04,74,1471,04,- n.a. -,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.74.1471.05,74,1471,05,- n.a. -,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.74.1471.06,74,1471,06,- n.a. -,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.74.1471.07,74,1471,07,- n.a. -,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.74.1471.08,74,1471,08,- n.a. -,"Recreation and cultural services : Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.74.1474.01,74,1474,01,$,Recreation and cultural services : Recreation facilities - Other,,,
slc.74.1474.02,74,1474,02,- n.a. -,Recreation and cultural services : Recreation facilities - Other,,,
slc.74.1474.03,74,1474,03,- n.a. -,Recreation and cultural services : Recreation facilities - Other,,,
slc.74.1474.04,74,1474,04,- n.a. -,Recreation and cultural services : Recreation facilities - Other,,,
slc.74.1474.05,74,1474,05,- n.a. -,Recreation and cultural services : Recreation facilities - Other,,,
slc.74.1474.06,74,1474,06,- n.a. -,Recreation and cultural services : Recreation facilities - Other,,,
slc.74.1474.07,74,1474,07,- n.a. -,Recreation and cultural services : Recreation facilities - Other,,,
slc.74.1474.08,74,1474,08,- n.a. -,Recreation and cultural services : Recreation facilities - Other,,,
slc.74.1475.01,74,1475,01,$,Recreation and cultural services : Libraries,,,
slc.74.1475.02,74,1475,02,- n.a. -,Recreation and cultural services : Libraries,,,
slc.74.1475.03,74,1475,03,- n.a. -,Recreation and cultural services : Libraries,,,
slc.74.1475.04,74,1475,04,- n.a. -,Recreation and cultural services : Libraries,,,
slc.74.1475.05,74,1475,05,- n.a. -,Recreation and cultural services : Libraries,,,
slc.74.1475.06,74,1475,06,- n.a. -,Recreation and cultural services : Libraries,,,
slc.74.1475.07,74,1475,07,- n.a. -,Recreation and cultural services : Libraries,,,
slc.74.1475.08,74,1475,08,- n.a. -,Recreation and cultural services : Libraries,,,
slc.74.1476.01,74,1476,01,$,Recreation and cultural services : Museums,,,
slc.74.1476.02,74,1476,02,- n.a. -,Recreation and cultural services : Museums,,,
slc.74.1476.03,74,1476,03,- n.a. -,Recreation and cultural services : Museums,,,
slc.74.1476.04,74,1476,04,- n.a. -,Recreation and cultural services : Museums,,,
slc.74.1476.05,74,1476,05,- n.a. -,Recreation and cultural services : Museums,,,
slc.74.1476.06,74,1476,06,- n.a. -,Recreation and cultural services : Museums,,,
slc.74.1476.07,74,1476,07,- n.a. -,Recreation and cultural services : Museums,,,
slc.74.1476.08,74,1476,08,- n.a. -,Recreation and cultural services : Museums,,,
slc.74.1477.01,74,1477,01,$,Recreation and cultural services : Culture services,,,
slc.74.1477.02,74,1477,02,- n.a. -,Recreation and cultural services : Culture services,,,
slc.74.1477.03,74,1477,03,- n.a. -,Recreation and cultural services : Culture services,,,
slc.74.1477.04,74,1477,04,- n.a. -,Recreation and cultural services : Culture services,,,
slc.74.1477.05,74,1477,05,- n.a. -,Recreation and cultural services : Culture services,,,
slc.74.1477.06,74,1477,06,- n.a. -,Recreation and cultural services : Culture services,,,
slc.74.1477.07,74,1477,07,- n.a. -,Recreation and cultural services : Culture services,,,
slc.74.1477.08,74,1477,08,- n.a. -,Recreation and cultural services : Culture services,,,
slc.74.1480.01,74,1480,01,$,Planning and development,,,
slc.74.1480.02,74,1480,02,- n.a. -,Planning and development,,,
slc.74.1480.03,74,1480,03,- n.a. -,Planning and development,,,
slc.74.1480.04,74,1480,04,- n.a. -,Planning and development,,,
slc.74.1480.05,74,1480,05,- n.a. -,Planning and development,,,
slc.74.1480.06,74,1480,06,- n.a. -,Planning and development,,,
slc.74.1480.07,74,1480,07,- n.a. -,Planning and development,,,
slc.74.1480.08,74,1480,08,- n.a. -,Planning and development,,,
slc.74.1490.01,74,1490,01,$,Other long term liabilities,,,
slc.74.1490.02,74,1490,02,- n.a. -,Other long term liabilities,,,
slc.74.1490.03,74,1490,03,- n.a. -,Other long term liabilities,,,
slc.74.1490.04,74,1490,04,- n.a. -,Other long term liabilities,,,
slc.74.1490.05,74,1490,05,- n.a. -,Other long term liabilities,,,
slc.74.1490.06,74,1490,06,- n.a. -,Other long term liabilities,,,
slc.74.1490.07,74,1490,07,- n.a. -,Other long term liabilities,,,
slc.74.1490.08,74,1490,08,- n.a. -,Other long term liabilities,,,
slc.74.1610.01,74,1610,01,$,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1610.02,74,1610,02,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1610.03,74,1610,03,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1610.04,74,1610,04,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1610.05,74,1610,05,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1610.06,74,1610,06,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1610.07,74,1610,07,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1610.08,74,1610,08,- n.a. -,U.S. dollars - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1620.01,74,1620,01,$,U.S. dollars - par value in 'U.S. dollars',,,
slc.74.1620.02,74,1620,02,- n.a. -,U.S. dollars - par value in 'U.S. dollars',,,
slc.74.1620.03,74,1620,03,- n.a. -,U.S. dollars - par value in 'U.S. dollars',,,
slc.74.1620.04,74,1620,04,- n.a. -,U.S. dollars - par value in 'U.S. dollars',,,
slc.74.1620.05,74,1620,05,- n.a. -,U.S. dollars - par value in 'U.S. dollars',,,
slc.74.1620.06,74,1620,06,- n.a. -,U.S. dollars - par value in 'U.S. dollars',,,
slc.74.1620.07,74,1620,07,- n.a. -,U.S. dollars - par value in 'U.S. dollars',,,
slc.74.1620.08,74,1620,08,- n.a. -,U.S. dollars - par value in 'U.S. dollars',,,
slc.74.1630.01,74,1630,01,$,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1630.02,74,1630,02,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1630.03,74,1630,03,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1630.04,74,1630,04,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1630.05,74,1630,05,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1630.06,74,1630,06,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1630.07,74,1630,07,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1630.08,74,1630,08,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1640.01,74,1640,01,$,Other currency - par value in:  Please specify currency,,,
slc.74.1640.02,74,1640,02,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1640.03,74,1640,03,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1640.04,74,1640,04,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1640.05,74,1640,05,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1640.06,74,1640,06,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1640.07,74,1640,07,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1640.08,74,1640,08,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1650.01,74,1650,01,$,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1650.02,74,1650,02,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1650.03,74,1650,03,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1650.04,74,1650,04,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1650.05,74,1650,05,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1650.06,74,1650,06,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1650.07,74,1650,07,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1650.08,74,1650,08,- n.a. -,Other currency - Canadian dollar equivalent included in SLC 74 9910 01,,,
slc.74.1660.01,74,1660,01,$,Other currency - par value in:  Please specify currency,,,
slc.74.1660.02,74,1660,02,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1660.03,74,1660,03,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1660.04,74,1660,04,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1660.05,74,1660,05,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1660.06,74,1660,06,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1660.07,74,1660,07,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1660.08,74,1660,08,- n.a. -,Other currency - par value in:  Please specify currency,,,
slc.74.1810.01,74,1810,01,$,Own funds,,,
slc.74.1810.02,74,1810,02,- n.a. -,Own funds,,,
slc.74.1810.03,74,1810,03,- n.a. -,Own funds,,,
slc.74.1810.04,74,1810,04,- n.a. -,Own funds,,,
slc.74.1810.05,74,1810,05,- n.a. -,Own funds,,,
slc.74.1810.06,74,1810,06,- n.a. -,Own funds,,,
slc.74.1810.07,74,1810,07,- n.a. -,Own funds,,,
slc.74.1810.08,74,1810,08,- n.a. -,Own funds,,,
slc.74.1820.01,74,1820,01,$,Ontario Clean Water Agency : Sewer,,,
slc.74.1820.02,74,1820,02,- n.a. -,Ontario Clean Water Agency : Sewer,,,
slc.74.1820.03,74,1820,03,- n.a. -,Ontario Clean Water Agency : Sewer,,,
slc.74.1820.04,74,1820,04,- n.a. -,Ontario Clean Water Agency : Sewer,,,
slc.74.1820.05,74,1820,05,- n.a. -,Ontario Clean Water Agency : Sewer,,,
slc.74.1820.06,74,1820,06,- n.a. -,Ontario Clean Water Agency : Sewer,,,
slc.74.1820.07,74,1820,07,- n.a. -,Ontario Clean Water Agency : Sewer,,,
slc.74.1820.08,74,1820,08,- n.a. -,Ontario Clean Water Agency : Sewer,,,
slc.74.1830.01,74,1830,01,$,Ontario Clean Water Agency : Water,,,
slc.74.1830.02,74,1830,02,- n.a. -,Ontario Clean Water Agency : Water,,,
slc.74.1830.03,74,1830,03,- n.a. -,Ontario Clean Water Agency : Water,,,
slc.74.1830.04,74,1830,04,- n.a. -,Ontario Clean Water Agency : Water,,,
slc.74.1830.05,74,1830,05,- n.a. -,Ontario Clean Water Agency : Water,,,
slc.74.1830.06,74,1830,06,- n.a. -,Ontario Clean Water Agency : Water,,,
slc.74.1830.07,74,1830,07,- n.a. -,Ontario Clean Water Agency : Water,,,
slc.74.1830.08,74,1830,08,- n.a. -,Ontario Clean Water Agency : Water,,,
slc.74.2010.01,74,2010,01,$,Value of own sinking fund debentures issued and outstanding at year end,,,
slc.74.2010.02,74,2010,02,- n.a. -,Value of own sinking fund debentures issued and outstanding at year end,,,
