Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,Rev_Exp_Staff_Other,Category,Include,
slc.74.2640.06,74,2640,6,- n.a. -,Outstanding loans guaranteed,,,,
slc.74.2640.07,74,2640,7,- n.a. -,Outstanding loans guaranteed,,,,
slc.74.2640.08,74,2640,8,- n.a. -,Outstanding loans guaranteed,,,,
slc.74.2698.01,74,2698,1,Is Value in Column 2 Estimated? Y or N,Please specify,,,,
slc.74.2698.02,74,2698,2,Value,Please specify,,,,
slc.74.2698.03,74,2698,3,Number of Years Payable Over,Please specify,,,,
slc.74.2698.04,74,2698,4,Contingent Liabilities - Y or N,Please specify,,,,
slc.74.2698.05,74,2698,5,- n.a. -,Please specify,,,,
slc.74.2698.06,74,2698,6,- n.a. -,Please specify,,,,
slc.74.2698.07,74,2698,7,- n.a. -,Please specify,,,,
slc.74.2698.08,74,2698,8,- n.a. -,Please specify,,,,
slc.74.2699.01,74,2699,1,Is Value in Column 2 Estimated? Y or N,TOTAL,,,,
slc.74.2699.02,74,2699,2,Value,TOTAL,,,,
slc.74.2699.03,74,2699,3,Number of Years Payable Over,TOTAL,,,,
slc.74.2699.04,74,2699,4,Contingent Liabilities - Y or N,TOTAL,,,,
slc.74.2699.05,74,2699,5,- n.a. -,TOTAL,,,,
slc.74.2699.06,74,2699,6,- n.a. -,TOTAL,,,,
slc.74.2699.07,74,2699,7,- n.a. -,TOTAL,,,,
slc.74.2699.08,74,2699,8,- n.a. -,TOTAL,,,,
slc.74.2810.01,74,2810,1,Accumulated Surplus / Deficit,Water projects - For this Municipality only,,,,
slc.74.2810.02,74,2810,2,Total Outstanding Capital Obligation,Water projects - For this Municipality only,,,,
slc.74.2810.03,74,2810,3,Debt Charges,Water projects - For this Municipality only,,,,
slc.74.2810.04,74,2810,4,- n.a. -,Water projects - For this Municipality only,,,,
slc.74.2810.05,74,2810,5,- n.a. -,Water projects - For this Municipality only,,,,
slc.74.2810.06,74,2810,6,- n.a. -,Water projects - For this Municipality only,,,,
slc.74.2810.07,74,2810,7,- n.a. -,Water projects - For this Municipality only,,,,
slc.74.2810.08,74,2810,8,- n.a. -,Water projects - For this Municipality only,,,,
slc.74.2820.01,74,2820,1,Accumulated Surplus / Deficit,Water projects - Share of integrated project(s),,,,
slc.74.2820.02,74,2820,2,Total Outstanding Capital Obligation,Water projects - Share of integrated project(s),,,,
slc.74.2820.03,74,2820,3,Debt Charges,Water projects - Share of integrated project(s),,,,
slc.74.2820.04,74,2820,4,- n.a. -,Water projects - Share of integrated project(s),,,,
slc.74.2820.05,74,2820,5,- n.a. -,Water projects - Share of integrated project(s),,,,
slc.74.2820.06,74,2820,6,- n.a. -,Water projects - Share of integrated project(s),,,,
slc.74.2820.07,74,2820,7,- n.a. -,Water projects - Share of integrated project(s),,,,
slc.74.2820.08,74,2820,8,- n.a. -,Water projects - Share of integrated project(s),,,,
slc.74.2830.01,74,2830,1,Accumulated Surplus / Deficit,Wastewater projects - For this municipality only,,,,
slc.74.2830.02,74,2830,2,Total Outstanding Capital Obligation,Wastewater projects - For this municipality only,,,,
slc.74.2830.03,74,2830,3,Debt Charges,Wastewater projects - For this municipality only,,,,
slc.74.2830.04,74,2830,4,- n.a. -,Wastewater projects - For this municipality only,,,,
slc.74.2830.05,74,2830,5,- n.a. -,Wastewater projects - For this municipality only,,,,
slc.74.2830.06,74,2830,6,- n.a. -,Wastewater projects - For this municipality only,,,,
slc.74.2830.07,74,2830,7,- n.a. -,Wastewater projects - For this municipality only,,,,
slc.74.2830.08,74,2830,8,- n.a. -,Wastewater projects - For this municipality only,,,,
slc.74.2840.01,74,2840,1,Accumulated Surplus / Deficit,Wastewater projects - Share of integrated project(s),,,,
slc.74.2840.02,74,2840,2,Total Outstanding Capital Obligation,Wastewater projects - Share of integrated project(s),,,,
slc.74.2840.03,74,2840,3,Debt Charges,Wastewater projects - Share of integrated project(s),,,,
slc.74.2840.04,74,2840,4,- n.a. -,Wastewater projects - Share of integrated project(s),,,,
slc.74.2840.05,74,2840,5,- n.a. -,Wastewater projects - Share of integrated project(s),,,,
slc.74.2840.06,74,2840,6,- n.a. -,Wastewater projects - Share of integrated project(s),,,,
slc.74.2840.07,74,2840,7,- n.a. -,Wastewater projects - Share of integrated project(s),,,,
slc.74.2840.08,74,2840,8,- n.a. -,Wastewater projects - Share of integrated project(s),,,,
slc.74.3012.01,74,3012,1,Principal,Recovered from the consolidated statement of operations : General tax rates,,,,
slc.74.3012.02,74,3012,2,Interest,Recovered from the consolidated statement of operations : General tax rates,,,,
slc.74.3012.03,74,3012,3,Total,Recovered from the consolidated statement of operations : General tax rates,,,,
slc.74.3012.04,74,3012,4,- n.a. -,Recovered from the consolidated statement of operations : General tax rates,,,,
slc.74.3012.05,74,3012,5,- n.a. -,Recovered from the consolidated statement of operations : General tax rates,,,,
slc.74.3012.06,74,3012,6,- n.a. -,Recovered from the consolidated statement of operations : General tax rates,,,,
slc.74.3012.07,74,3012,7,- n.a. -,Recovered from the consolidated statement of operations : General tax rates,,,,
slc.74.3012.08,74,3012,8,- n.a. -,Recovered from the consolidated statement of operations : General tax rates,,,,
slc.74.3014.01,74,3014,1,Principal,Recovered from the consolidated statement of operations : Other,,,,
slc.74.3014.02,74,3014,2,Interest,Recovered from the consolidated statement of operations : Other,,,,
slc.74.3014.03,74,3014,3,Total,Recovered from the consolidated statement of operations : Other,,,,
slc.74.3014.04,74,3014,4,- n.a. -,Recovered from the consolidated statement of operations : Other,,,,
slc.74.3014.05,74,3014,5,- n.a. -,Recovered from the consolidated statement of operations : Other,,,,
slc.74.3014.06,74,3014,6,- n.a. -,Recovered from the consolidated statement of operations : Other,,,,
slc.74.3014.07,74,3014,7,- n.a. -,Recovered from the consolidated statement of operations : Other,,,,
slc.74.3014.08,74,3014,8,- n.a. -,Recovered from the consolidated statement of operations : Other,,,,
slc.74.3015.01,74,3015,1,Principal,Recovered from the consolidated statement of operations : Tile drainage/shoreline assistance,,,,
slc.74.3015.02,74,3015,2,Interest,Recovered from the consolidated statement of operations : Tile drainage/shoreline assistance,,,,
slc.74.3015.03,74,3015,3,Total,Recovered from the consolidated statement of operations : Tile drainage/shoreline assistance,,,,
slc.74.3015.04,74,3015,4,- n.a. -,Recovered from the consolidated statement of operations : Tile drainage/shoreline assistance,,,,
slc.74.3015.05,74,3015,5,- n.a. -,Recovered from the consolidated statement of operations : Tile drainage/shoreline assistance,,,,
slc.74.3015.06,74,3015,6,- n.a. -,Recovered from the consolidated statement of operations : Tile drainage/shoreline assistance,,,,
slc.74.3015.07,74,3015,7,- n.a. -,Recovered from the consolidated statement of operations : Tile drainage/shoreline assistance,,,,
slc.74.3015.08,74,3015,8,- n.a. -,Recovered from the consolidated statement of operations : Tile drainage/shoreline assistance,,,,
slc.74.3020.01,74,3020,1,Principal,Recovered from reserve funds,,,,
slc.74.3020.02,74,3020,2,Interest,Recovered from reserve funds,,,,
slc.74.3020.03,74,3020,3,Total,Recovered from reserve funds,,,,
slc.74.3020.04,74,3020,4,- n.a. -,Recovered from reserve funds,,,,
slc.74.3020.05,74,3020,5,- n.a. -,Recovered from reserve funds,,,,
slc.74.3020.06,74,3020,6,- n.a. -,Recovered from reserve funds,,,,
slc.74.3020.07,74,3020,7,- n.a. -,Recovered from reserve funds,,,,
slc.74.3020.08,74,3020,8,- n.a. -,Recovered from reserve funds,,,,
slc.74.3030.01,74,3030,1,Principal,Recovered from unconsolidated entities : Electricity,,,,
slc.74.3030.02,74,3030,2,Interest,Recovered from unconsolidated entities : Electricity,,,,
slc.74.3030.03,74,3030,3,Total,Recovered from unconsolidated entities : Electricity,,,,
slc.74.3030.04,74,3030,4,- n.a. -,Recovered from unconsolidated entities : Electricity,,,,
slc.74.3030.05,74,3030,5,- n.a. -,Recovered from unconsolidated entities : Electricity,,,,
slc.74.3030.06,74,3030,6,- n.a. -,Recovered from unconsolidated entities : Electricity,,,,
slc.74.3030.07,74,3030,7,- n.a. -,Recovered from unconsolidated entities : Electricity,,,,
slc.74.3030.08,74,3030,8,- n.a. -,Recovered from unconsolidated entities : Electricity,,,,
slc.74.3040.01,74,3040,1,Principal,Recovered from unconsolidated entities : Gas,,,,
slc.74.3040.02,74,3040,2,Interest,Recovered from unconsolidated entities : Gas,,,,
slc.74.3040.03,74,3040,3,Total,Recovered from unconsolidated entities : Gas,,,,
slc.74.3040.04,74,3040,4,- n.a. -,Recovered from unconsolidated entities : Gas,,,,
slc.74.3040.05,74,3040,5,- n.a. -,Recovered from unconsolidated entities : Gas,,,,
slc.74.3040.06,74,3040,6,- n.a. -,Recovered from unconsolidated entities : Gas,,,,
slc.74.3040.07,74,3040,7,- n.a. -,Recovered from unconsolidated entities : Gas,,,,
slc.74.3040.08,74,3040,8,- n.a. -,Recovered from unconsolidated entities : Gas,,,,
slc.74.3050.01,74,3050,1,Principal,Recovered from unconsolidated entities : Telephone,,,,
slc.74.3050.02,74,3050,2,Interest,Recovered from unconsolidated entities : Telephone,,,,
slc.74.3050.03,74,3050,3,Total,Recovered from unconsolidated entities : Telephone,,,,
slc.74.3050.04,74,3050,4,- n.a. -,Recovered from unconsolidated entities : Telephone,,,,
slc.74.3050.05,74,3050,5,- n.a. -,Recovered from unconsolidated entities : Telephone,,,,
slc.74.3050.06,74,3050,6,- n.a. -,Recovered from unconsolidated entities : Telephone,,,,
slc.74.3050.07,74,3050,7,- n.a. -,Recovered from unconsolidated entities : Telephone,,,,
slc.74.3050.08,74,3050,8,- n.a. -,Recovered from unconsolidated entities : Telephone,,,,
slc.74.3097.01,74,3097,1,Principal,Please specify,,,,
slc.74.3097.02,74,3097,2,Interest,Please specify,,,,
slc.74.3097.03,74,3097,3,Total,Please specify,,,,
slc.74.3097.04,74,3097,4,- n.a. -,Please specify,,,,
slc.74.3097.05,74,3097,5,- n.a. -,Please specify,,,,
slc.74.3097.06,74,3097,6,- n.a. -,Please specify,,,,
slc.74.3097.07,74,3097,7,- n.a. -,Please specify,,,,
slc.74.3097.08,74,3097,8,- n.a. -,Please specify,,,,
slc.74.3098.01,74,3098,1,Principal,Please specify,,,,
slc.74.3098.02,74,3098,2,Interest,Please specify,,,,
slc.74.3098.03,74,3098,3,Total,Please specify,,,,
slc.74.3098.04,74,3098,4,- n.a. -,Please specify,,,,
slc.74.3098.05,74,3098,5,- n.a. -,Please specify,,,,
slc.74.3098.06,74,3098,6,- n.a. -,Please specify,,,,
slc.74.3098.07,74,3098,7,- n.a. -,Please specify,,,,
slc.74.3098.08,74,3098,8,- n.a. -,Please specify,,,,
slc.74.3099.01,74,3099,1,Principal,TOTAL,,,,
slc.74.3099.02,74,3099,2,Interest,TOTAL,,,,
slc.74.3099.03,74,3099,3,Total,TOTAL,,,,
slc.74.3099.04,74,3099,4,- n.a. -,TOTAL,,,,
slc.74.3099.05,74,3099,5,- n.a. -,TOTAL,,,,
slc.74.3099.06,74,3099,6,- n.a. -,TOTAL,,,,
slc.74.3099.07,74,3099,7,- n.a. -,TOTAL,,,,
slc.74.3099.08,74,3099,8,- n.a. -,TOTAL,,,,
slc.74.3110.01,74,3110,1,Principal,Line 3099 includes : Lump sum (balloon) repayments of long term debt,,,,
slc.74.3110.02,74,3110,2,Interest,Line 3099 includes : Lump sum (balloon) repayments of long term debt,,,,
slc.74.3110.03,74,3110,3,Total,Line 3099 includes : Lump sum (balloon) repayments of long term debt,,,,
slc.74.3110.04,74,3110,4,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,,,,
slc.74.3110.05,74,3110,5,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,,,,
slc.74.3110.06,74,3110,6,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,,,,
slc.74.3110.07,74,3110,7,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,,,,
slc.74.3110.08,74,3110,8,- n.a. -,Line 3099 includes : Lump sum (balloon) repayments of long term debt,,,,
slc.74.3120.01,74,3120,1,Principal,Line 3099 includes : Provincial grant funding for repayment of long term debt,,,,
slc.74.3120.02,74,3120,2,Interest,Line 3099 includes : Provincial grant funding for repayment of long term debt,,,,
slc.74.3120.03,74,3120,3,Total,Line 3099 includes : Provincial grant funding for repayment of long term debt,,,,
slc.74.3120.04,74,3120,4,- n.a. -,Line 3099 includes : Provincial grant funding for repayment of long term debt,,,,
slc.74.3120.05,74,3120,5,- n.a. -,Line 3099 includes : Provincial grant funding for repayment of long term debt,,,,
slc.74.3120.06,74,3120,6,- n.a. -,Line 3099 includes : Provincial grant funding for repayment of long term debt,,,,
slc.74.3120.07,74,3120,7,- n.a. -,Line 3099 includes : Provincial grant funding for repayment of long term debt,,,,
slc.74.3120.08,74,3120,8,- n.a. -,Line 3099 includes : Provincial grant funding for repayment of long term debt,,,,
slc.74.3140.01,74,3140,1,Principal,Debt charges for Lease purchase agreements (Tangible capital leases),,,,
slc.74.3140.02,74,3140,2,Interest,Debt charges for Lease purchase agreements (Tangible capital leases),,,,
slc.74.3140.03,74,3140,3,Total,Debt charges for Lease purchase agreements (Tangible capital leases),,,,
slc.74.3140.04,74,3140,4,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),,,,
slc.74.3140.05,74,3140,5,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),,,,
slc.74.3140.06,74,3140,6,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),,,,
slc.74.3140.07,74,3140,7,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),,,,
slc.74.3140.08,74,3140,8,- n.a. -,Debt charges for Lease purchase agreements (Tangible capital leases),,,,
slc.74.3150.01,74,3150,1,Principal,Financing leases (not Tangible capital leases) beyond term of Council,,,,
slc.74.3150.02,74,3150,2,Interest,Financing leases (not Tangible capital leases) beyond term of Council,,,,
slc.74.3150.03,74,3150,3,Total,Financing leases (not Tangible capital leases) beyond term of Council,,,,
slc.74.3150.04,74,3150,4,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,,,,
slc.74.3150.05,74,3150,5,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,,,,
slc.74.3150.06,74,3150,6,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,,,,
slc.74.3150.07,74,3150,7,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,,,,
slc.74.3150.08,74,3150,8,- n.a. -,Financing leases (not Tangible capital leases) beyond term of Council,,,,
slc.74.3199.01,74,3199,1,Principal,TOTAL,,,,
slc.74.3199.02,74,3199,2,Interest,TOTAL,,,,
slc.74.3199.03,74,3199,3,Total,TOTAL,,,,
slc.74.3199.04,74,3199,4,- n.a. -,TOTAL,,,,
slc.74.3199.05,74,3199,5,- n.a. -,TOTAL,,,,
slc.74.3199.06,74,3199,6,- n.a. -,TOTAL,,,,
slc.74.3199.07,74,3199,7,- n.a. -,TOTAL,,,,
slc.74.3199.08,74,3199,8,- n.a. -,TOTAL,,,,
slc.74.3210.01,74,3210,1,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2015,,,,
slc.74.3210.02,74,3210,2,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2015,,,,
slc.74.3210.03,74,3210,3,RECOVERABLE FROM: Reserve Funds - Principal,Year 2015,,,,
slc.74.3210.04,74,3210,4,RECOVERABLE FROM: Reserve Funds - Interest,Year 2015,,,,
slc.74.3210.05,74,3210,5,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2015,,,,
slc.74.3210.06,74,3210,6,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2015,,,,
slc.74.3210.07,74,3210,7,RECOVERABLE FROM: All Others - Principal,Year 2015,,,,
slc.74.3210.08,74,3210,8,RECOVERABLE FROM: All Others - Interest,Year 2015,,,,
slc.74.3220.01,74,3220,1,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2016,,,,
slc.74.3220.02,74,3220,2,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2016,,,,
slc.74.3220.03,74,3220,3,RECOVERABLE FROM: Reserve Funds - Principal,Year 2016,,,,
slc.74.3220.04,74,3220,4,RECOVERABLE FROM: Reserve Funds - Interest,Year 2016,,,,
slc.74.3220.05,74,3220,5,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2016,,,,
slc.74.3220.06,74,3220,6,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2016,,,,
slc.74.3220.07,74,3220,7,RECOVERABLE FROM: All Others - Principal,Year 2016,,,,
slc.74.3220.08,74,3220,8,RECOVERABLE FROM: All Others - Interest,Year 2016,,,,
slc.74.3230.01,74,3230,1,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2017,,,,
slc.74.3230.02,74,3230,2,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2017,,,,
slc.74.3230.03,74,3230,3,RECOVERABLE FROM: Reserve Funds - Principal,Year 2017,,,,
slc.74.3230.04,74,3230,4,RECOVERABLE FROM: Reserve Funds - Interest,Year 2017,,,,
slc.74.3230.05,74,3230,5,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2017,,,,
slc.74.3230.06,74,3230,6,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2017,,,,
slc.74.3230.07,74,3230,7,RECOVERABLE FROM: All Others - Principal,Year 2017,,,,
slc.74.3230.08,74,3230,8,RECOVERABLE FROM: All Others - Interest,Year 2017,,,,
slc.74.3240.01,74,3240,1,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2018,,,,
slc.74.3240.02,74,3240,2,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2018,,,,
slc.74.3240.03,74,3240,3,RECOVERABLE FROM: Reserve Funds - Principal,Year 2018,,,,
slc.74.3240.04,74,3240,4,RECOVERABLE FROM: Reserve Funds - Interest,Year 2018,,,,
slc.74.3240.05,74,3240,5,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2018,,,,
slc.74.3240.06,74,3240,6,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2018,,,,
slc.74.3240.07,74,3240,7,RECOVERABLE FROM: All Others - Principal,Year 2018,,,,
slc.74.3240.08,74,3240,8,RECOVERABLE FROM: All Others - Interest,Year 2018,,,,
slc.74.3250.01,74,3250,1,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Year 2019,,,,
slc.74.3250.02,74,3250,2,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Year 2019,,,,
slc.74.3250.03,74,3250,3,RECOVERABLE FROM: Reserve Funds - Principal,Year 2019,,,,
slc.74.3250.04,74,3250,4,RECOVERABLE FROM: Reserve Funds - Interest,Year 2019,,,,
slc.74.3250.05,74,3250,5,RECOVERABLE FROM: Unconsolidated Entities - Principal,Year 2019,,,,
slc.74.3250.06,74,3250,6,RECOVERABLE FROM: Unconsolidated Entities - Interest,Year 2019,,,,
slc.74.3250.07,74,3250,7,RECOVERABLE FROM: All Others - Principal,Year 2019,,,,
slc.74.3250.08,74,3250,8,RECOVERABLE FROM: All Others - Interest,Year 2019,,,,
slc.74.3260.01,74,3260,1,RECOVERABLE FROM: Consolidated Statement of Operations - Principal,Years 2020 to 2024,,,,
slc.74.3260.02,74,3260,2,RECOVERABLE FROM: Consolidated Statement of Operations - Interest,Years 2020 to 2024,,,,
